Gender,IsSenior,Married,Dependents,ClientMonths,PhoneService,InternetService,OnlineSecurity,TechSupport,StreamingTV,ContractType,PaymentMethod,MonthlyCharges,TotalCharges,Churn
male,0,yes,yes,23,yes,fiber optic,no,yes,no,one year,mailed check,71.45,1940.8,no
female,1,no,no,6,yes,fiber optic,no,no,yes,month-to-month,electronic check,71.45,567.8,no
female,0,no,no,12,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,71.45,220.35,no
male,0,no,no,1,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,71.45,20.25,no
female,0,yes,yes,71,yes,fiber optic,no,no,no,two year,electronic check,71.45,5436.45,no
male,1,yes,no,35,yes,fiber optic,no,no,yes,month-to-month,electronic check,71.45,3437.5,no
male,0,yes,yes,40,yes,dsl,no,no,yes,month-to-month,electronic check,71.45,3015.75,no
female,0,no,yes,1,yes,fiber optic,yes,no,no,month-to-month,mailed check,71.45,73.6,yes
male,0,no,no,23,yes,dsl,no,no,yes,one year,bank transfer (automatic),64.9,1509.8,no
female,1,no,no,4,yes,fiber optic,no,no,yes,month-to-month,electronic check,95.45,396.1,yes
male,0,no,no,4,yes,fiber optic,no,yes,no,month-to-month,electronic check,90.4,356.65,no
female,0,yes,yes,68,yes,dsl,no,yes,yes,two year,credit card (automatic),60.3,4109.0,no
male,0,no,yes,38,yes,fiber optic,no,no,no,month-to-month,mailed check,81.85,3141.7,no
male,0,yes,yes,52,yes,no,no internet service,no internet service,no internet service,two year,mailed check,24.8,1229.1,no
male,1,yes,no,32,yes,fiber optic,no,no,no,month-to-month,electronic check,74.9,2303.35,yes
male,0,yes,yes,29,yes,dsl,no,yes,yes,two year,mailed check,75.55,2054.4,no
male,1,yes,yes,38,yes,fiber optic,no,no,yes,month-to-month,electronic check,101.15,3741.85,no
male,0,no,yes,48,yes,dsl,yes,no,yes,one year,credit card (automatic),78.75,3682.45,no
female,0,no,no,1,yes,no,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),19.25,19.25,no
female,0,no,no,22,yes,fiber optic,yes,yes,no,month-to-month,electronic check,89.05,1886.25,no
female,0,no,no,43,yes,fiber optic,yes,yes,yes,two year,credit card (automatic),115.05,4895.1,no
female,1,yes,no,5,yes,fiber optic,no,no,no,month-to-month,electronic check,69.35,341.6,no
male,0,no,no,5,yes,fiber optic,no,no,yes,month-to-month,electronic check,80.6,415.55,yes
male,0,yes,yes,51,yes,fiber optic,yes,yes,yes,one year,credit card (automatic),110.05,5686.4,no
male,0,no,no,71,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),19.9,1355.1,no
female,0,yes,yes,38,yes,dsl,yes,yes,yes,one year,credit card (automatic),80.3,3058.65,yes
male,1,yes,no,24,yes,fiber optic,no,no,yes,month-to-month,electronic check,93.15,2231.05,yes
male,0,yes,no,35,yes,fiber optic,no,yes,yes,month-to-month,credit card (automatic),91.5,3236.35,no
female,1,no,no,54,yes,dsl,yes,yes,yes,one year,bank transfer (automatic),82.45,4350.1,yes
female,0,yes,yes,72,yes,dsl,no,yes,yes,two year,electronic check,60.0,4264.0,no
male,0,no,no,1,yes,dsl,no,no,no,month-to-month,electronic check,44.8,44.8,no
female,0,yes,yes,9,yes,dsl,yes,no,no,one year,mailed check,48.6,422.3,no
male,0,no,no,69,yes,dsl,yes,yes,yes,two year,bank transfer (automatic),60.05,4176.7,no
female,0,yes,no,52,yes,fiber optic,no,yes,yes,month-to-month,credit card (automatic),102.7,5138.1,no
female,1,yes,no,11,yes,fiber optic,no,yes,yes,month-to-month,electronic check,82.9,880.05,no
female,1,no,no,2,yes,fiber optic,no,no,no,month-to-month,electronic check,70.35,139.05,yes
female,1,yes,yes,28,yes,dsl,no,no,yes,month-to-month,electronic check,35.9,973.65,no
female,1,no,no,17,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),82.65,1470.05,no
female,0,yes,yes,35,yes,no,no internet service,no internet service,no internet service,two year,mailed check,19.85,739.35,no
female,0,no,no,8,yes,no,no internet service,no internet service,no internet service,one year,mailed check,19.2,161.95,no
male,0,no,no,46,yes,fiber optic,no,no,yes,one year,credit card (automatic),94.9,4422.95,no
female,0,no,no,7,yes,fiber optic,no,no,no,month-to-month,electronic check,73.85,511.25,yes
female,0,no,no,2,yes,fiber optic,no,no,no,month-to-month,mailed check,80.6,155.8,yes
male,0,yes,yes,68,yes,dsl,no,yes,no,one year,bank transfer (automatic),75.8,5293.95,yes
female,0,no,no,43,yes,fiber optic,no,no,yes,two year,electronic check,104.6,4759.85,yes
female,0,no,no,68,yes,dsl,yes,yes,yes,two year,electronic check,88.15,6148.45,no
female,0,no,no,36,yes,fiber optic,no,no,yes,month-to-month,credit card (automatic),94.8,3565.65,no
male,0,yes,no,63,yes,fiber optic,no,no,yes,month-to-month,electronic check,103.4,6603.0,yes
female,1,no,no,32,yes,dsl,no,yes,no,month-to-month,bank transfer (automatic),54.65,1830.1,no
female,0,yes,no,71,yes,dsl,yes,yes,yes,two year,credit card (automatic),85.75,6223.8,no
female,0,yes,yes,66,yes,dsl,yes,no,no,month-to-month,bank transfer (automatic),67.45,4508.65,no
male,0,no,no,63,yes,no,no internet service,no internet service,no internet service,one year,mailed check,20.5,1328.15,no
female,0,no,yes,41,yes,no,no internet service,no internet service,no internet service,one year,credit card (automatic),20.25,865.0,no
female,1,no,no,1,yes,fiber optic,no,no,no,month-to-month,electronic check,72.1,72.1,no
female,0,no,no,2,yes,fiber optic,no,no,yes,month-to-month,electronic check,90.4,168.2,yes
female,0,yes,no,70,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),19.45,1303.5,no
female,0,no,no,23,yes,dsl,no,no,yes,month-to-month,electronic check,44.95,996.85,no
female,1,yes,no,64,yes,fiber optic,yes,no,no,one year,bank transfer (automatic),97.0,6430.9,no
male,0,yes,yes,37,yes,dsl,yes,yes,no,two year,credit card (automatic),62.8,2278.75,no
male,0,no,yes,17,yes,dsl,no,no,no,one year,mailed check,44.6,681.4,no
female,1,no,no,7,yes,fiber optic,no,no,yes,month-to-month,electronic check,89.15,574.35,no
male,0,yes,yes,4,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),84.8,371.9,yes
female,1,no,no,21,yes,dsl,yes,no,yes,month-to-month,electronic check,41.9,840.1,yes
female,0,no,no,10,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),80.25,846.0,yes
female,1,no,no,16,yes,dsl,yes,no,no,month-to-month,electronic check,54.1,889.0,no
male,0,yes,no,64,yes,fiber optic,no,yes,yes,two year,electronic check,105.25,6823.4,no
male,1,yes,no,27,yes,dsl,yes,no,no,month-to-month,credit card (automatic),30.75,805.1,yes
male,0,yes,yes,42,yes,fiber optic,yes,no,yes,one year,electronic check,97.1,4016.75,no
male,0,no,yes,5,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.2,83.75,no
female,0,no,no,41,yes,fiber optic,no,yes,yes,two year,bank transfer (automatic),98.8,3959.15,no
male,0,yes,no,58,yes,dsl,no,no,no,one year,credit card (automatic),50.3,2878.55,no
female,0,no,no,47,yes,no,no internet service,no internet service,no internet service,two year,mailed check,20.55,945.7,no
male,0,no,no,18,yes,fiber optic,no,yes,no,month-to-month,bank transfer (automatic),75.9,1373.05,no
male,0,no,no,5,yes,fiber optic,no,no,yes,month-to-month,bank transfer (automatic),96.5,492.55,yes
male,0,yes,no,23,yes,dsl,yes,no,no,month-to-month,bank transfer (automatic),59.95,1406.0,no
female,0,no,no,1,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.15,19.15,no
male,0,yes,no,71,yes,fiber optic,no,no,yes,one year,credit card (automatic),98.65,6962.85,no
male,0,yes,yes,72,yes,fiber optic,yes,yes,yes,two year,credit card (automatic),112.6,8126.65,no
male,0,yes,yes,33,yes,no,no internet service,no internet service,no internet service,one year,mailed check,20.6,690.25,no
male,0,no,no,2,yes,fiber optic,no,no,yes,month-to-month,electronic check,85.65,181.5,yes
male,0,no,yes,24,yes,dsl,yes,yes,no,two year,mailed check,35.75,830.8,no
female,0,yes,yes,56,yes,fiber optic,no,yes,no,one year,credit card (automatic),99.75,5608.4,no
male,0,no,no,37,yes,fiber optic,no,no,yes,month-to-month,credit card (automatic),96.1,3646.8,no
female,0,no,no,43,yes,dsl,no,yes,yes,one year,credit card (automatic),85.1,3662.25,no
male,0,no,no,1,yes,dsl,no,no,no,month-to-month,mailed check,25.35,25.35,no
female,0,yes,no,25,yes,fiber optic,no,yes,yes,month-to-month,bank transfer (automatic),104.95,2566.5,yes
female,0,no,no,61,yes,dsl,yes,yes,yes,two year,electronic check,89.65,5308.7,no
male,0,no,no,17,yes,fiber optic,no,yes,no,one year,electronic check,86.75,1410.25,no
female,0,yes,no,41,yes,fiber optic,no,yes,no,one year,bank transfer (automatic),86.2,3339.05,no
male,0,no,no,1,yes,dsl,no,no,no,month-to-month,mailed check,50.65,50.65,yes
male,1,yes,yes,72,yes,dsl,yes,yes,yes,two year,bank transfer (automatic),64.8,4732.35,no
male,0,no,no,1,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),90.85,90.85,yes
male,0,no,no,48,yes,fiber optic,no,no,yes,two year,bank transfer (automatic),108.1,5067.45,no
male,1,yes,no,11,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.95,214.75,yes
female,1,yes,no,55,yes,fiber optic,no,no,no,month-to-month,electronic check,85.45,4874.7,yes
female,0,no,no,42,yes,dsl,yes,yes,no,one year,electronic check,54.75,2348.45,no
male,0,no,no,44,yes,fiber optic,no,no,no,month-to-month,mailed check,90.4,4063.0,no
male,0,no,yes,1,yes,dsl,no,no,no,month-to-month,electronic check,44.0,44.0,no
female,0,no,no,27,yes,fiber optic,no,no,yes,month-to-month,bank transfer (automatic),95.6,2595.25,no
male,1,yes,no,27,yes,dsl,no,yes,yes,month-to-month,bank transfer (automatic),84.8,2309.55,no
female,1,no,no,2,yes,dsl,no,no,no,month-to-month,electronic check,44.3,89.3,no
female,0,no,no,19,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.9,367.55,no
female,1,yes,no,42,yes,fiber optic,no,no,yes,month-to-month,electronic check,95.05,3944.5,no
female,0,no,no,66,yes,dsl,yes,yes,yes,two year,credit card (automatic),90.05,5965.95,no
male,1,yes,no,33,yes,fiber optic,yes,yes,yes,month-to-month,bank transfer (automatic),109.9,3694.7,no
female,0,no,no,34,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),73.95,2524.45,yes
male,1,no,no,33,yes,dsl,no,yes,yes,month-to-month,electronic check,54.6,1803.7,no
female,0,yes,yes,23,yes,no,no internet service,no internet service,no internet service,one year,mailed check,20.05,415.1,no
female,0,no,no,32,yes,no,no internet service,no internet service,no internet service,one year,bank transfer (automatic),19.75,624.15,no
female,0,no,no,11,yes,no,no internet service,no internet service,no internet service,one year,credit card (automatic),20.05,237.7,no
male,0,yes,yes,69,yes,fiber optic,no,no,yes,month-to-month,credit card (automatic),99.45,7007.6,yes
female,0,yes,no,68,yes,dsl,yes,yes,no,one year,bank transfer (automatic),55.9,3848.8,no
male,0,no,no,20,yes,no,no internet service,no internet service,no internet service,two year,mailed check,19.7,419.4,no
male,0,no,no,72,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),19.8,1468.75,no
male,0,yes,yes,60,yes,fiber optic,yes,no,yes,one year,bank transfer (automatic),95.4,5812.0,no
male,1,yes,yes,32,yes,fiber optic,no,no,yes,month-to-month,mailed check,93.95,2861.45,no
female,0,no,no,1,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.9,19.9,yes
male,0,no,no,1,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.6,19.6,yes
male,1,no,no,3,yes,fiber optic,no,no,no,month-to-month,electronic check,81.35,233.7,yes
female,0,yes,no,46,yes,no,no internet service,no internet service,no internet service,one year,bank transfer (automatic),24.45,1066.15,no
female,0,yes,no,29,yes,fiber optic,no,no,no,month-to-month,electronic check,74.95,2149.05,no
male,0,no,no,51,yes,fiber optic,no,yes,no,month-to-month,electronic check,87.35,4473.0,no
female,1,yes,no,48,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),70.65,3545.05,no
female,0,yes,yes,16,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),73.25,1195.75,no
male,0,yes,no,70,yes,fiber optic,no,yes,no,two year,bank transfer (automatic),98.7,6858.9,no
female,0,yes,yes,40,yes,no,no internet service,no internet service,no internet service,two year,mailed check,24.8,1024.7,no
female,0,yes,yes,22,yes,fiber optic,no,no,no,month-to-month,electronic check,83.3,1845.9,yes
female,1,no,no,1,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),75.3,75.3,yes
female,0,yes,yes,5,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,24.3,132.25,no
female,0,no,no,7,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),69.85,515.45,no
male,0,no,yes,29,yes,fiber optic,no,yes,no,one year,credit card (automatic),100.55,2830.45,no
male,0,yes,yes,44,yes,no,no internet service,no internet service,no internet service,one year,mailed check,25.7,1110.5,no
female,0,no,no,10,yes,dsl,yes,no,no,month-to-month,bank transfer (automatic),40.7,449.3,no
female,1,yes,no,55,yes,dsl,no,no,no,month-to-month,bank transfer (automatic),51.65,2838.55,no
male,1,yes,no,52,yes,fiber optic,no,no,yes,one year,bank transfer (automatic),105.1,5376.4,no
female,0,yes,yes,10,yes,fiber optic,no,no,no,month-to-month,electronic check,85.95,858.6,no
male,0,no,no,18,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),75.6,1395.05,no
female,0,yes,no,68,yes,dsl,yes,yes,no,one year,bank transfer (automatic),58.25,3975.7,no
female,0,yes,yes,61,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.4,1182.55,yes
female,0,yes,yes,72,yes,dsl,yes,yes,yes,two year,credit card (automatic),65.2,4784.45,no
male,0,no,no,2,yes,dsl,yes,no,no,month-to-month,electronic check,53.45,119.5,no
male,0,no,no,12,yes,dsl,no,no,no,month-to-month,bank transfer (automatic),45.4,518.9,yes
male,0,yes,no,41,yes,no,no internet service,no internet service,no internet service,two year,electronic check,19.75,899.45,no
female,0,no,no,26,yes,dsl,no,yes,yes,month-to-month,credit card (automatic),44.45,1183.8,no
male,0,yes,no,36,yes,no,no internet service,no internet service,no internet service,one year,bank transfer (automatic),20.85,720.05,no
male,0,yes,yes,72,yes,fiber optic,yes,yes,yes,two year,credit card (automatic),114.05,8468.2,no
male,0,yes,no,35,yes,fiber optic,no,yes,no,month-to-month,bank transfer (automatic),89.85,3161.2,no
male,0,no,no,1,yes,dsl,no,yes,no,month-to-month,mailed check,55.05,55.05,no
female,0,yes,yes,16,yes,fiber optic,yes,yes,yes,month-to-month,electronic check,112.95,1882.55,no
female,1,no,no,49,yes,fiber optic,yes,no,yes,month-to-month,credit card (automatic),101.55,5070.4,no
female,0,yes,no,54,yes,fiber optic,yes,yes,yes,one year,mailed check,114.65,6049.5,no
female,0,no,yes,18,yes,dsl,yes,no,no,month-to-month,electronic check,64.8,1166.7,no
female,0,yes,no,36,yes,fiber optic,no,no,no,month-to-month,electronic check,80.4,2937.65,no
female,0,no,no,60,yes,fiber optic,no,no,yes,month-to-month,electronic check,105.9,6396.45,yes
female,0,no,no,1,yes,fiber optic,no,no,no,month-to-month,mailed check,69.55,69.55,yes
female,0,yes,yes,52,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),25.05,1270.25,no
male,0,yes,yes,8,yes,fiber optic,no,no,yes,month-to-month,electronic check,94.75,759.55,no
male,0,yes,yes,72,yes,fiber optic,yes,yes,yes,two year,bank transfer (automatic),105.5,7611.55,no
female,0,no,no,64,yes,no,no internet service,no internet service,no internet service,one year,mailed check,24.7,1642.75,no
female,1,no,no,22,yes,dsl,yes,yes,no,month-to-month,mailed check,69.75,1545.4,no
male,0,yes,no,60,yes,dsl,no,yes,yes,month-to-month,bank transfer (automatic),60.2,3582.4,no
female,0,yes,yes,28,yes,fiber optic,no,no,no,month-to-month,electronic check,81.05,2227.1,yes
female,0,yes,no,61,yes,no,no internet service,no internet service,no internet service,two year,mailed check,24.4,1417.9,no
female,0,no,no,24,yes,fiber optic,no,no,yes,month-to-month,electronic check,104.15,2494.65,no
male,0,yes,yes,28,yes,fiber optic,no,yes,yes,one year,bank transfer (automatic),92.9,2768.35,no
female,0,yes,yes,30,yes,dsl,no,yes,yes,two year,bank transfer (automatic),80.8,2369.3,no
male,0,yes,no,2,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.0,38.0,no
male,0,no,no,1,yes,fiber optic,no,no,no,month-to-month,electronic check,75.1,75.1,no
male,0,no,yes,6,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.65,100.9,no
female,0,yes,no,24,yes,dsl,no,no,yes,month-to-month,bank transfer (automatic),69.45,1614.05,no
male,0,yes,yes,4,yes,fiber optic,no,no,yes,month-to-month,electronic check,101.15,385.9,yes
male,0,no,no,7,yes,fiber optic,no,no,yes,month-to-month,electronic check,99.8,673.25,yes
male,1,yes,no,72,yes,fiber optic,yes,yes,yes,two year,bank transfer (automatic),116.05,8404.9,no
male,0,no,no,70,yes,dsl,no,yes,no,two year,mailed check,40.05,2799.75,no
male,1,yes,no,64,yes,fiber optic,no,yes,yes,two year,electronic check,102.1,6538.45,no
male,0,yes,yes,72,yes,fiber optic,no,no,yes,one year,electronic check,89.7,6588.95,no
female,0,no,yes,44,yes,no,no internet service,no internet service,no internet service,two year,mailed check,19.9,868.1,no
female,0,yes,yes,13,yes,dsl,no,no,no,month-to-month,electronic check,55.95,734.35,yes
female,1,no,no,17,yes,no,no internet service,no internet service,no internet service,one year,mailed check,20.65,330.6,no
male,0,no,no,1,yes,dsl,no,no,no,month-to-month,electronic check,55.0,55.0,yes
male,0,yes,no,9,yes,dsl,no,no,yes,month-to-month,mailed check,70.05,564.4,no
male,0,yes,no,24,yes,dsl,yes,yes,no,month-to-month,mailed check,53.6,1315.35,no
